宜阳新区锦程花苑57栋2单元	秀江东路968号57栋锦程花苑南区57栋	1
no_name	no_name	1
no_name	no_name	1
no_name	浦口区城南新村27栋	1
no_name	no_name	1
江苏省南京市江宁区秣陵街道秦淮路100号海通大厦江宁开发区	秦淮路100号海通大厦	1
no_name	no_name	1
no_name	no_name	1
河南省郑州市郑东新区如意湖办事处农业东路30号中油运河上郡21号楼二单元	金水区中油运河上郡21号楼	1
兴化经济开发区纬五路7号江苏亿赛特纺织有限公司	新园路7号江苏佰亿博特实业有限公司	1
no_name	子牙镇子牙桥头东20米路北顺阳家电维修	1
no_name	no_name	1
临河街与南环城路交汇力旺塞歌维亚8栋	南关区力旺塞歌维亚8栋	1
no_name	渔湾路麻园路路口(麓枫和苑1号楼)德必WE岳麓山人工智能产业中心	1
葛塘镇中山村梅王组南京市大厂区中山包装材料厂	浦六北路129号南京中山包装材料有限公司	1
no_name	no_name	1
北京市花香东苑14	no_name	1
no_name	张家湾波光霞影B区(白沙一路南)波光霞影2期26栋	1
中意二路湖南省特教中等专业学校	中意二路830号湖南省特教中等专业学校	1
no_name	no_name	1
广东省深圳市罗湖区布心金稻田路1041号B栋3楼	no_name	1
河南省郑州市金水区南阳路街道办事处海滩街1号海滩街1号9号楼三单元	金水区海滩街1号院9号楼	1
no_name	no_name	1
no_name	体育路与财富大道交叉口西南150米八里湖安置小区8幢	1
江苏省南京市浦口区江浦街道白马村大村组100号揽月山庄23幢3单元	浦口区揽月山庄23幢	1
亳州市光明小区29栋403单元	公园西路与希夷大道交叉口东北150米光明小区29栋	1
no_name	no_name	1
杭州市天目山西路15号宏丰家居城家居馆3楼	荆余线天目山西路15号宏丰家居	1
广东省东莞市沙田镇义沙村天宅路98号兴旺美食	no_name	1
no_name	汇景家园汇福苑十二幢汇福苑12号楼	1
no_name	no_name	1
光明新区田寮第六工作区巨高科技园D栋3楼***	no_name	1
no_name	绵州大道中段与网络路交叉口东北200米佰联购物	1
no_name	no_name	1
no_name	紫兰路九峰街·景源里社区(东苑)景源里社区东苑9栋	1
no_name	新密市荣域福湾17号楼	1
no_name	太平北路51号太平商务大厦	1
广东省东莞市横沥镇田饶步粤齐悦厂	no_name	1
no_name	no_name	1
常新路57号上海花园	常新南路附近上海花园59号楼	1
no_name	no_name	1
将石社区石围坪岗工业区36号骏越科技有限公司	光明新区公明镇将石路石围村岗石工业园36号骏越科技	1
大塘埠镇石桥村腊树坑	no_name	1
河江开发区广华巷	高明区广华巷	1
no_name	东鱼坊8栋1层名创优品	1
no_name	五凤兰庭二期(丞相路南)五凤兰庭10号楼	1
no_name	no_name	1
江苏省南京市浦口区高新技术开发区新城香溢紫郡雅苑22栋	no_name	1
no_name	no_name	1
江苏省南京市雨花台区共青团路普德村社区门口第一医院分院	no_name	1
no_name	no_name	1
no_name	永欣新寓桂花苑173幢(永欣大道)永欣新寓桂花苑173幢	1
no_name	鼎新路与升州路交叉口,建邺路南侧评事街小区	1
淞南三村134号	淞发路135号北60米淞南三村134号楼	1
no_name	no_name	1
江苏省南京市浦口区星甸街道1号石桥客运站	金桥路58号石桥客运站	1
no_name	龙亭区郑开橄榄城5号楼	1
no_name	no_name	1
杭州市萧山区义桥镇工业区众逸厂房彩澜包装	no_name	1
no_name	溧水区尹庄	1
no_name	公明办事处光明新区同观路甲子塘拓日工业园A1栋11楼拓日新能源科技股份有限公司	1
no_name	no_name	1
永安社区大桥南路8号建设大厦	no_name	1
河南省新郑市新建路街道办事处新建路大仓巷35号商铺粉条老店(39号)	no_name	1
华林工业园莆田市博爱鞋材有限公司	no_name	1
no_name	锦城街道翠浪路娄村浜	1
江苏无锡市红星国际10一1001	no_name	1
no_name	鹤龙六路187号华通广场A通道2层乐满堂(华通广场)	1
民主路盛世嘉苑3楼	民主路36号盛世嘉园	1
江苏省南京市浦口区孝陵卫街道中山门大街299号38栋负1层	中山门大街299号钟鼎山庄1期38栋	1
江苏省南京市溧水区永阳镇珍珠南路荣昌花园10幢	永阳街道天生桥大道荣昌花园荣昌花园10幢	1
徽省安庆市迎宾西路瓜园小区6号楼	宜秀区瓜园小区6号楼	1
no_name	no_name	1
安居路337号百变乐高活动中心	no_name	1
新疆维吾尔自治区石河子红山街道二医院康乐市场	北二路120号康乐市场	1
no_name	no_name	1
no_name	no_name	1
江苏省南京市秦淮区秦虹街道康安里35号	no_name	1
斜桥镇江平路8号西东丝绸内极客服装厂三楼	no_name	1
no_name	凤台路与青年路交叉口西北200米凤凰城南城	1
no_name	天堂新街与精明路交叉口东北150米猪仔田小区	1
江苏省南京市浦口区泰山街道丽岛路15号弘阳·旭日爱上城(第三区)江北新区丽岛路	no_name	1
no_name	泰然四路6号天安数码时代大厦A座	1
江苏省南京市秦淮区五老村街道中山南路98号天安国际大厦(天安大厦)45楼	中山南路98-100号天安国际大厦	1
县忠县市忠县乌杨镇	no_name	1
no_name	经发大道与春顺路交叉口香槟国际	1
no_name	no_name	1
no_name	no_name	1
no_name	高都街道滨河西路与临工大桥交汇北600米路西山东交通技师学院南校区交通工程学院	1
广东省,中山市,小榄镇,广丰村,广丰批发商行	no_name	1
