豪森国际广场悠呵餐饮店	东兴路与人民大街交汇处东南角豪森国际广场A-177号悠呵餐厅(豪森国际广场店)	1
no_name	no_name	1
no_name	no_name	1
no_name	东冠路432南60米东冠公寓13号楼	1
永丰街新兴小区48号楼	no_name	1
开元社区7号楼四单元	定州市开元社区7号楼	1
官浔村官浔里顺水超市	no_name	1
no_name	no_name	1
no_name	双龙大道1302号宁翔公寓	1
no_name	地铁房山线长阳站旁建邦华庭建邦华庭3号楼	1
凤凰第一工业区C02栋凤凰第一工业区c09栋东辰汽车服务有限公司兴业一路128号	兴业一路118、120、122号深圳市东辰汽车服务有限公司	1
no_name	no_name	1
天木小区一单元	no_name	1
no_name	no_name	1
no_name	no_name	1
no_name	no_name	1
no_name	新民路与经编六路交叉口西北50米海利得	1
no_name	德兴北大道与果园路交叉口西北100米德州鲁信通懋职业技工学校德城校区	1
联安路口采虹轩面包坊	海城镇新城西居委下园一巷2号联安店采虹轩(联安旗舰店)	1
no_name	临沂经济技术开发区沂河路与昆明路交汇处向南600米路西临沂金厦电器科技有限公司	1
江苏省南京市秦淮区月牙湖街道中和桥御道街169号御水湾花园	御道街169号御水湾花园	1
贵州省安顺市西水路三中	西水路101号附近安顺第三中学	1
no_name	东岗天海誉天下B区2号楼天海誉天下B区2号楼	1
经开区怡莲新城3#楼	莲花路1278号怡莲新城3栋	1
京市高新开发区双楼管家楼148号南京咏春农副产品加工厂	no_name	1
深圳市李松蓢社区第三	no_name	1
no_name	江宁区将军大道与胜太西路交叉口	1
桐柏路与煤仓北街交叉口104号院	no_name	1
粉岭祥华邨祥乐楼6楼	粉岭新运路38号祥乐楼	1
no_name	金桥路58号石桥客运站	1
no_name	no_name	1
no_name	no_name	1
三龙坝村长槽组金茂希望小学	龙凤镇三龙坝村长槽组金茂希望小学	1
亦庄经济技术开发区科创五街38号城乡世纪广场莫尔空间3A号楼	科创五街38号北京城乡世纪广场L1层莫尔空间3号楼A(北京城乡世纪广场)	1
荔湾广场茂盛珠宝	no_name	1
城北工业区北斗大道2-5浙江万豪工贸有限公司	no_name	1
江苏省南京市柳洲路旭日上城2期19栋1单元	no_name	1
no_name	S8号线/宁天线信息工程大学地铁站2号口	1
太平镇金澄路金澄花园1区73幢3单元	太平金澄路金澄花园(一区南区)金澄花园一区73幢	1
花牌坊街    交通巷  12号   家和楼3单元4楼5号	no_name	1
北京市海淀区甘家口34号楼1门	no_name	1
江苏省南京市秦淮区红花街道汇景路汇景路1号汇景家园景明苑1栋	汇景家园景明苑1栋汇景家园景明苑1号楼	1
永阳镇大西门10号沸腾九鲜面馆	大西门街10-6号沸腾九鲜面	1
东吴北路129号6号楼二单元	no_name	1
no_name	六弓乡665县道南(大九)南茂农场八区春明队	1
河南省郑州市金水区国基路街道办事处宏康路71号梨园小区3号楼五单元	no_name	1
no_name	小湖路与幽栖路交汇处南京市祖堂山社会福利院	1
no_name	no_name	1
江苏省南京市六合区马鞍街道方州路68号幸福家园东区二单元	no_name	1
no_name	no_name	1
凤凰山路,经济开发区1号,光硕科技产业园,	东山大道与凤凰山路交叉口光硕科技产业园	1
东莞市广东省东莞市沙田镇详细地址:民田大街36号	no_name	1
no_name	居岐路79号常禾电子有限公司(一厂)	1
no_name	no_name	1
no_name	no_name	1
no_name	南东路附近南彭安置房	1
no_name	no_name	1
no_name	宝岗路90号笋岗新村197栋	1
no_name	no_name	1
江苏省南京市江宁区东山街道竹山路86号	江宁区万欣翠园15幢	1
江苏省南京市江宁区汤山街道海泽路33号海泽沟锦泉西苑2栋	锦泉苑西苑2幢锦泉苑2号楼	1
no_name	no_name	1
no_name	no_name	1
彤利紫竹尚苑A区(西北门)望花新村观泉路258号	no_name	1
壹街2—	迎新街北一巷2号太原工业学院	1
no_name	no_name	1
湖南省株洲市群丰镇响圹高铁站每天慧超市	湘芸中路南侧响塘小区每天惠(智慧便利店)	1
no_name	no_name	1
江苏省南京市玄武区新街口街道中山南路122号地铁珠江路站(地铁1号线新街口站)的列车车厢	no_name	1
no_name	龙泉路871号汽车文化公园昆明工喜婚礼堂	1
北京市绿地兴茂中心2号楼	乐园路与兴丰大街交叉口西南100米绿地中央广场·兴贸中心2号楼	1
no_name	北环大道深云村13栋	1
江苏省南京市六合区沿江工业开发区建民路211号江北人民医院	no_name	1
华林工业园莆田市博爱鞋材有限公司	no_name	1
章阁社区松源创新科技城B栋6楼欣四方电子有限公司	no_name	1
no_name	秦虹南路56号岗虹苑小区13幢	1
珠山路203号	珠山路203号青岛万达路桥工程有限公司	1
幸福街与南三环交汇陶然庭苑1号楼	红晟陶然庭苑1栋陶然庭院1号楼	1
no_name	no_name	1
河南省郑州市惠济区北环路与电厂路交叉口托斯卡纳小区16号楼一单元	惠济区利海·托斯卡纳16栋	1
广东省东莞市谢岗镇新城区新城二路方润金属制品有限公司	no_name	1
169号东北电力大学老校区九舍	东北电力大学主校区学生公寓东北电力大学第九学生公寓	1
开发区湾里东15号楼	湾里小区15栋湾里东15号楼	1
no_name	no_name	1
上海市松江区谷阳北路902号二楼	no_name	1
no_name	no_name	1
河南省新密市青屏街街道办事处文峰路3排11号院109号育才铭苑	no_name	1
